drg,procedure_id,procedure_name,provider_id,provider_name,address,city,state,zip_code,region,total_discharges,average_covered_charges,average_totalPayments,average_medicare_payments,patient_oop_payments
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,Massachusetts,1432,MA - Boston,22,38818,15262.73,13264.73,1998
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,Massachusetts,2190,MA - Boston,315,28327.03,15879.16,13574.89,2304.27
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,Massachusetts,2462,MA - Boston,419,48456.82,16813.27,14633.21,2180.06
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,Massachusetts,1890,MA - Boston,232,24496.73,15263.57,13007.69,2255.88
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,Massachusetts,2186,MA - Boston,191,40186.52,14759.42,13548.68,1210.74
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,Massachusetts,2115,MA - Boston,524,68286.74,21088.89,18415.02,2673.87
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,Massachusetts,2301,MA - Boston,173,29351.4,16976.55,15293.21,1683.34
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,Massachusetts,2111,MA - Boston,142,39134.85,23083,20071.35,3011.65
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,Massachusetts,2130,MA - Boston,257,40076.13,17175.29,15117.13,2058.16
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,Massachusetts,2062,MA - Boston,90,28604.19,14969.31,13609.56,1359.75
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,Massachusetts,2540,MA - Boston,213,37919.22,15825.56,13379.9,2445.66
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,Massachusetts,1655,MA - Worcester,227,56620.65,22372.68,19314.28,3058.4
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",41 & 45 MALL ROAD,BURLINGTON,Massachusetts,1803,MA - Boston,398,22938.82,17869.34,15720.45,2148.89
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,Massachusetts,1701,MA - Boston,82,27511.82,17382.24,15616.8,1765.44
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,Massachusetts,1608,MA - Worcester,231,39058.48,19784.06,15566.16,4217.9
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,Michigan,48154,MI - Ann Arbor,257,27875.81,14691.47,12600.61,2090.86
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,Michigan,49464,MI - Grand Rapids,42,28883.86,12956.45,9069.12,3887.33
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230004,MERCY HEALTH MUSKEGON,1500 E SHERMAN BOULEVARD,MUSKEGON,Michigan,49444,MI - Muskegon,172,32342.23,12915.29,10713.42,2201.87
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230005,PROMEDICA BIXBY HOSPITAL,818 RIVERSIDE AVENUE,ADRIAN,Michigan,49221,MI - Ann Arbor,63,61468.79,13070.41,10889.98,2180.43
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,Michigan,49093,MI - Kalamazoo,12,32892.83,14407.75,13260.08,1147.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,Michigan,49007,MI - Kalamazoo,350,34918.58,16734.75,14272.17,2462.58
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,Michigan,48075,MI - Royal Oak,513,35285.67,14379.51,11973.79,2405.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230020,BEAUMONT HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,Michigan,48124,MI - Dearborn,351,51756.36,14591.89,12146.09,2445.8
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,Michigan,49085,MI - St. Joseph,205,45415.33,14280.9,12018.88,2262.02
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,COLDWATER,Michigan,49036,MI - Kalamazoo,42,45018.79,13475.21,11599.67,1875.54
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,Michigan,48235,MI - Detroit,62,57937.76,17500.71,15271.95,2228.76
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,Michigan,48341,MI - Pontiac,373,35569,15848.92,12697.18,3151.74
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,Michigan,48801,MI - Lansing,74,33001.8,13620.35,10754.89,2865.46
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,Michigan,48060,MI - Detroit,149,34671.23,12238.52,10014.5,2224.02
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,Michigan,48838,MI - Grand Rapids,56,27905.75,12643.98,11151.2,1492.78
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230036,ALPENA REGIONAL MEDICAL CENTER,1501 W CHISHOLM ST,ALPENA,Michigan,49707,MI - Saginaw,125,33674.83,14969.58,13609.14,1360.44
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230037,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,Michigan,49242,MI - Kalamazoo,36,30423.28,13116.03,11828.92,1287.11
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,Michigan,49503,MI - Grand Rapids,560,36351.05,15634.07,12199.02,3435.05
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230040,SPECTRUM HEALTH PENNOCK,1009 W GREEN ST,HASTINGS,Michigan,49058,MI - Grand Rapids,80,32884.56,13360.44,11617.09,1743.35
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,Michigan,48708,MI - Saginaw,186,47520.66,12399.19,10997.84,1401.35
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,Michigan,48109,MI - Ann Arbor,294,42857.95,20128.55,15320,4808.55
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,Michigan,48038,MI - Detroit,379,38676.05,15626.61,11673.85,3952.76
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,Michigan,48202,MI - Detroit,76,41386.93,20597.34,15304.41,5292.93
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230054,UP HEALTH SYSTEM - MARQUETTE,420 W MAGNETIC,MARQUETTE,Michigan,49855,MI - Marquette,202,47189.18,15581.84,14035.69,1546.15
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,Michigan,49801,WI - Green Bay,72,32869.5,12967.14,11086.82,1880.32
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,Michigan,49738,MI - Traverse City,54,44261.39,14440.39,12696.94,1743.45
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,Michigan,49503,MI - Grand Rapids,233,28472.58,15371.14,11362.58,4008.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230066,MERCY HEALTH MUSKEGON,1700 CLINTON STREET,MUSKEGON,Michigan,49442,MI - Muskegon,177,33904.95,14594.89,11990.32,2604.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,Michigan,48843,MI - Ann Arbor,73,40910.58,15255.23,12387.03,2868.2
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,Michigan,48602,MI - Saginaw,432,45154.78,13300.66,11567.73,1732.93
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,Michigan,49423,MI - Grand Rapids,163,42170.2,13019.86,10738.72,2281.14
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,Michigan,49017,MI - Kalamazoo,205,37425.45,13141,10995.35,2145.65
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENUE,SAGINAW,Michigan,48601,MI - Saginaw,108,30296.54,12666.03,10676.58,1989.45
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230078,LAKELAND HOSPITAL WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,Michigan,49098,MI - St. Joseph,44,36959.66,14325.52,11520.16,2805.36
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,Michigan,48858,MI - Lansing,70,33563.5,11496.27,10281.7,1214.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,CADILLAC,Michigan,49601,MI - Grand Rapids,88,27071.08,13622.08,10448.75,3173.33
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230085,SOUTH HAVEN COMMUNITY HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,Michigan,49090,MI - St. Joseph,28,31174.04,16759.39,12979.86,3779.53
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,Michigan,48230,MI - Detroit,191,27237.17,12942.47,10956.25,1986.22
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230092,ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,Michigan,49201,MI - Ann Arbor,204,45083.2,13944.99,12365.58,1579.41
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,Michigan,49307,MI - Grand Rapids,50,26005.72,13098.22,11926.14,1172.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,Michigan,48661,MI - Saginaw,111,36630.32,13273.35,12106.68,1166.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230096,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,Michigan,49091,MI - Kalamazoo,30,25015.33,14657.5,12709.9,1947.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,Michigan,49684,MI - Traverse City,684,28319.66,15266.56,12751.7,2514.86
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,Michigan,48162,OH - Toledo,76,36412.41,12904.75,11734.01,1170.74
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,Michigan,48764,MI - Saginaw,72,18521.89,14639.71,13392.54,1247.17
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,Michigan,48201,MI - Detroit,18,54801.28,19981.28,15503.44,4477.84
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230105,MCLAREN - NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,Michigan,49770,MI - Petoskey,189,30555.3,14654.44,12773.43,1881.01
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,Michigan,49930,MI - Marquette,46,37716.63,16179.59,14983.93,1195.66
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,ONE N ATKINSON DRIVE,LUDINGTON,Michigan,49431,MI - Muskegon,74,34437.32,15418.04,13012.65,2405.39
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,Michigan,49048,MI - Kalamazoo,307,48963.02,15616.64,12427.75,3188.89
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,Michigan,48413,MI - Saginaw,66,40604.32,16670.12,12525.11,4145.01
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,Michigan,48867,MI - Lansing,70,45500.54,13303.84,11549.17,1754.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,Michigan,48073,MI - Royal Oak,1298,25545.99,14814.2,12274.91,2539.29
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,Michigan,48503,MI - Flint,134,68799.66,19269.1,16695.19,2573.91
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,Michigan,49735,MI - Petoskey,104,35127.1,15095.19,12960.12,2135.07
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,Michigan,48532,MI - Flint,274,60708.67,14970.21,13351.41,1618.8
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230142,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,Michigan,48184,MI - Ann Arbor,47,55430.62,14482.3,12141,2341.3
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,Michigan,48192,MI - Dearborn,141,38709.44,14935.28,11694.64,3240.64
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,Michigan,48336,MI - Ann Arbor,131,31479.24,16491.19,14094.52,2396.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,Michigan,48106,MI - Ann Arbor,486,38608.12,15406.76,12429.6,2977.16
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,Michigan,48236,MI - Detroit,225,37317.25,16786.84,12336.42,4450.42
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,Michigan,48910,MI - Lansing,559,27862.85,14513.6,12547.98,1965.62
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,Michigan,49417,MI - Muskegon,41,32271.02,12594.54,10041.24,2553.3
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230176,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,Michigan,48183,MI - Dearborn,200,50058.59,13170.64,10982.96,2187.68
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,Michigan,48617,MI - Lansing,17,29758.82,13090.76,11833.35,1257.41
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,Michigan,48446,MI - Flint,145,42166.36,12387.48,10690.24,1697.24
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,Michigan,48093,MI - Detroit,200,34280.74,14569.8,12111.05,2458.75
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,Michigan,48439,MI - Flint,337,39618.15,16289.41,14256.1,2033.31
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,Michigan,48342,MI - Pontiac,41,36358.12,17804.93,14950.54,2854.39
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,Michigan,48811,MI - Lansing,55,30804.98,14265,12530.24,1734.76
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,Michigan,48060,MI - Detroit,204,36461.07,12238.66,10506.63,1732.03
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,Michigan,49068,MI - Kalamazoo,108,53439.91,13263.7,11456.41,1807.29
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,Michigan,48670,MI - Saginaw,322,27291.54,14634.87,13222.04,1412.83
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230227,MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,Michigan,48043,MI - Detroit,197,41072.16,12160.07,9826.62,2333.45
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,Michigan,48912,MI - Lansing,366,41722.3,15919.38,13490.05,2429.33
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,Michigan,49519,MI - Grand Rapids,225,36653.06,16264.81,11653.24,4611.57
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,Michigan,49783,MI - Petoskey,34,45638.59,16188.09,14867.94,1320.15
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,Michigan,48054,MI - Detroit,26,27885.5,12746.81,11540.19,1206.62
